Creating sequence-to-sequences 
Creating sequence-to-sequences 

2016-08-23 18:42:19.570921
 2 layers of 512 units  2 context size 128 bach-size. 
 128 batch size 2542 number of steps to complete one epoch 
global step 100 learning rate 0.0010 step-time 0.06 loss 2.12  perplexity 8.30 
global step 200 learning rate 0.0010 step-time 0.06 loss 1.46  perplexity 4.33 
global step 300 learning rate 0.0010 step-time 0.06 loss 1.32  perplexity 3.75 
global step 400 learning rate 0.0010 step-time 0.06 loss 1.26  perplexity 3.51 
global step 500 learning rate 0.0010 step-time 0.06 loss 1.22  perplexity 3.39 
global step 600 learning rate 0.0010 step-time 0.06 loss 1.20  perplexity 3.32 
global step 700 learning rate 0.0010 step-time 0.06 loss 1.18  perplexity 3.27 
global step 800 learning rate 0.0010 step-time 0.06 loss 1.17  perplexity 3.23 
global step 900 learning rate 0.0010 step-time 0.06 loss 1.15  perplexity 3.17 
global step 1000 learning rate 0.0010 step-time 0.06 loss 1.14  perplexity 3.13 
global step 1100 learning rate 0.0010 step-time 0.06 loss 1.13  perplexity 3.09 
global step 1200 learning rate 0.0010 step-time 0.06 loss 1.11  perplexity 3.04 
global step 1300 learning rate 0.0010 step-time 0.06 loss 1.11  perplexity 3.05 
global step 1400 learning rate 0.0010 step-time 0.06 loss 1.11  perplexity 3.02 
global step 1500 learning rate 0.0010 step-time 0.06 loss 1.11  perplexity 3.02 
global step 1600 learning rate 0.0010 step-time 0.06 loss 1.09  perplexity 2.97 
global step 1700 learning rate 0.0010 step-time 0.06 loss 1.09  perplexity 2.98 
global step 1800 learning rate 0.0010 step-time 0.06 loss 1.08  perplexity 2.94 
global step 1900 learning rate 0.0010 step-time 0.06 loss 1.08  perplexity 2.94 
global step 2000 learning rate 0.0010 step-time 0.06 loss 1.08  perplexity 2.93 
global step 2100 learning rate 0.0010 step-time 0.05 loss 1.07  perplexity 2.91 
global step 2200 learning rate 0.0010 step-time 0.06 loss 1.08  perplexity 2.93 
global step 2300 learning rate 0.0010 step-time 0.06 loss 1.06  perplexity 2.87 
global step 2400 learning rate 0.0010 step-time 0.06 loss 1.06  perplexity 2.90 
global step 2500 learning rate 0.0010 step-time 0.06 loss 1.05  perplexity 2.87 
epoch  0 finished 
  avg train batch:  loss 1.1790 perplexity 3.2511 
  eval:  loss 1.1305 perplexity 3.0971 
global step 2600 learning rate 0.0010 step-time 0.06 loss 1.05  perplexity 2.87 
global step 2700 learning rate 0.0010 step-time 0.06 loss 1.06  perplexity 2.87 
global step 2800 learning rate 0.0010 step-time 0.06 loss 1.04  perplexity 2.83 
global step 2900 learning rate 0.0010 step-time 0.06 loss 1.05  perplexity 2.84 
global step 3000 learning rate 0.0010 step-time 0.06 loss 1.05  perplexity 2.84 
global step 3100 learning rate 0.0010 step-time 0.06 loss 1.04  perplexity 2.82 
global step 3200 learning rate 0.0010 step-time 0.06 loss 1.03  perplexity 2.79 
global step 3300 learning rate 0.0010 step-time 0.06 loss 1.02  perplexity 2.78 
global step 3400 learning rate 0.0010 step-time 0.06 loss 1.03  perplexity 2.81 
global step 3500 learning rate 0.0010 step-time 0.06 loss 1.03  perplexity 2.79 
global step 3600 learning rate 0.0010 step-time 0.06 loss 1.03  perplexity 2.79 
global step 3700 learning rate 0.0010 step-time 0.06 loss 1.01  perplexity 2.75 
global step 3800 learning rate 0.0010 step-time 0.06 loss 1.03  perplexity 2.79 
global step 3900 learning rate 0.0010 step-time 0.06 loss 1.01  perplexity 2.76 
global step 4000 learning rate 0.0010 step-time 0.05 loss 1.02  perplexity 2.78 
global step 4100 learning rate 0.0010 step-time 0.06 loss 1.02  perplexity 2.76 
global step 4200 learning rate 0.0010 step-time 0.06 loss 1.02  perplexity 2.77 
global step 4300 learning rate 0.0010 step-time 0.06 loss 1.01  perplexity 2.74 
global step 4400 learning rate 0.0010 step-time 0.06 loss 1.02  perplexity 2.76 
global step 4500 learning rate 0.0010 step-time 0.06 loss 1.01  perplexity 2.74 
global step 4600 learning rate 0.0010 step-time 0.06 loss 1.01  perplexity 2.75 
global step 4700 learning rate 0.0010 step-time 0.06 loss 1.00  perplexity 2.72 
global step 4800 learning rate 0.0010 step-time 0.06 loss 1.00  perplexity 2.71 
global step 4900 learning rate 0.0010 step-time 0.06 loss 1.00  perplexity 2.72 
global step 5000 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.68 
epoch  1 finished 
  avg train batch:  loss 1.0206 perplexity 2.7748 
  eval:  loss 1.1260 perplexity 3.0832 
global step 5100 learning rate 0.0010 step-time 0.06 loss 1.00  perplexity 2.72 
global step 5200 learning rate 0.0010 step-time 0.06 loss 1.00  perplexity 2.72 
global step 5300 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.69 
global step 5400 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.70 
global step 5500 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.68 
global step 5600 learning rate 0.0010 step-time 0.06 loss 0.98  perplexity 2.68 
global step 5700 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.70 
global step 5800 learning rate 0.0010 step-time 0.06 loss 0.99  perplexity 2.68 
global step 5900 learning rate 0.0010 step-time 0.06 loss 0.98  perplexity 2.67 
global step 6000 learning rate 0.0010 step-time 0.06 loss 0.98  perplexity 2.66 
global step 6100 learning rate 0.0010 step-time 0.06 loss 0.98  perplexity 2.67 
global step 6200 learning rate 0.0010 step-time 0.06 loss 0.98  perplexity 2.66 
