Creating sequence-to-sequences 
with attention mechanism 

2016-08-09 01:09:14.826935
 3 layers of 512 units  2 context size 128 bach-size. 
 128 batch size 2542 number of steps to complete one epoch 
global step 100 learning rate 0.0010 step-time 0.10 loss 1.84  perplexity 6.29 
global step 200 learning rate 0.0010 step-time 0.10 loss 1.50  perplexity 4.50 
global step 300 learning rate 0.0010 step-time 0.10 loss 1.43  perplexity 4.18 
global step 400 learning rate 0.0010 step-time 0.10 loss 1.39  perplexity 4.02 
global step 500 learning rate 0.0010 step-time 0.10 loss 1.34  perplexity 3.83 
global step 600 learning rate 0.0010 step-time 0.10 loss 1.33  perplexity 3.78 
global step 700 learning rate 0.0010 step-time 0.10 loss 1.27  perplexity 3.57 
global step 800 learning rate 0.0010 step-time 0.10 loss 1.23  perplexity 3.41 
global step 900 learning rate 0.0010 step-time 0.10 loss 1.21  perplexity 3.36 
global step 1000 learning rate 0.0010 step-time 0.10 loss 1.20  perplexity 3.30 
global step 1100 learning rate 0.0010 step-time 0.10 loss 1.19  perplexity 3.30 
global step 1200 learning rate 0.0010 step-time 0.10 loss 1.20  perplexity 3.31 
global step 1300 learning rate 0.0010 step-time 0.10 loss 1.16  perplexity 3.19 
global step 1400 learning rate 0.0010 step-time 0.10 loss 1.17  perplexity 3.22 
global step 1500 learning rate 0.0010 step-time 0.10 loss 1.15  perplexity 3.17 
global step 1600 learning rate 0.0010 step-time 0.10 loss 1.15  perplexity 3.15 
global step 1700 learning rate 0.0010 step-time 0.10 loss 1.17  perplexity 3.24 
global step 1800 learning rate 0.0010 step-time 0.09 loss 1.14  perplexity 3.13 
global step 1900 learning rate 0.0010 step-time 0.10 loss 1.14  perplexity 3.12 
global step 2000 learning rate 0.0010 step-time 0.10 loss 1.16  perplexity 3.20 
global step 2100 learning rate 0.0010 step-time 0.10 loss 1.15  perplexity 3.15 
global step 2200 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.11 
global step 2300 learning rate 0.0010 step-time 0.10 loss 1.16  perplexity 3.18 
global step 2400 learning rate 0.0010 step-time 0.10 loss 1.14  perplexity 3.14 
global step 2500 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.10 
epoch  0 finished 
  train:  loss 1.1302 perplexity 3.0964 
  eval:  loss 1.1451 perplexity 3.1428 
global step 2600 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.10 
global step 2700 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.07 
global step 2800 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.09 
global step 2900 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.10 
global step 3000 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.08 
global step 3100 learning rate 0.0010 step-time 0.10 loss 1.14  perplexity 3.12 
global step 3200 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.09 
global step 3300 learning rate 0.0010 step-time 0.10 loss 1.11  perplexity 3.03 
global step 3400 learning rate 0.0010 step-time 0.10 loss 1.11  perplexity 3.04 
global step 3500 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.07 
global step 3600 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.08 
global step 3700 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.06 
global step 3800 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.06 
global step 3900 learning rate 0.0010 step-time 0.10 loss 1.11  perplexity 3.03 
global step 4000 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.07 
global step 4100 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.07 
global step 4200 learning rate 0.0010 step-time 0.10 loss 1.11  perplexity 3.05 
global step 4300 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.05 
global step 4400 learning rate 0.0010 step-time 0.10 loss 1.13  perplexity 3.10 
global step 4500 learning rate 0.0010 step-time 0.10 loss 1.12  perplexity 3.05 
